organoid_type	doi	pmcid	first_author	year	journal	species	source_cell_type	license	has_methods	has_supplement	gold_candidate	flags	notes
intestinal	10.1371/journal.pone.0332418	PMC12507275	Sawyer	2025	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1016/j.jbc.2025.110559	PMC12510010	Ramananda	2025	The Journal of biological chemistry	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
intestinal	10.3389/fcimb.2025.1649801	PMC12546264	Chen	2025	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1016/j.jcmgh.2025.101610	PMC12547937	Alcaino	2025	Cellular and molecular gastroenterology and hepatology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/biomedicines13102483	PMC12561949	Kim	2025	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
intestinal	10.3389/fimmu.2025.1677943	PMC12568582	De Vries	2025	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
intestinal	10.1172/jci.insight.190466	PMC12581662	Czopik	2025	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1172/jci.insight.196350	PMC12581665	Fan	2025	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1038/s41388-025-03591-x	PMC12583144	Kakavand	2025	Oncogene	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/cells14211658	PMC12608605	Hoyau	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1155/tbed/3230453	PMC12665492	Pan	2025	Transboundary and emerging diseases	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/advs.202504485	PMC12667501	Xu	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fcell.2025.1680376	PMC12686805	Zdyrski	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
intestinal	10.3389/fimmu.2025.1704642	PMC12689523	Elkoshi	2025	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
intestinal	10.3390/cells14231914	PMC12691081	Lo Cicero	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/advs.202506738	PMC12697779	Kim	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
intestinal	10.3389/fcimb.2025.1684362	PMC12698614	Wang	2025	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/organoids4040025	PMC12700635	Badurdeen	2025	Organoids	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/ftox.2025.1667573	PMC12705378	Chaudhary	2025	Frontiers in toxicology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1186/s40364-025-00873-0	PMC12709717	Gao	2025	Biomarker research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1080/19490976.2025.2514144	PMC12716047	Li	2025	Gut microbes	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1080/19490976.2025.2451088	PMC12716054	Lee	2025	Gut microbes	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fmicb.2025.1689735	PMC12728358	Wu	2025	Frontiers in microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.571
intestinal	10.3390/bios15120770	PMC12730911	Zhu	2025	Biosensors	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1088/1758-5090/ae2cf2	PMC12745674	Massaro	2025	Biofabrication	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/exp.20240298	PMC12752617	Hao	2025	Exploration (Beijing, China)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/ijms27010343	PMC12785621	Wiewiórska-Krata	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fimmu.2025.1717977	PMC12855135	Wellington	2025	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fcimb.2025.1729528	PMC12894385	Wang	2025	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1113/jp287463	PMC7617304	Smith	2025	The Journal of physiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1126/scitranslmed.adp4679	PMC7618341	Zhang	2025	Science translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1007/s00125-024-06293-3	PMC11663192	Guccio	2025	Diabetologia	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1126/sciadv.ado6894	PMC11691634	Choi	2025	Science advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
intestinal	10.7150/ijbs.102906	PMC11705646	Xu	2025	International journal of biological sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1093/brain/awae281	PMC11706293	Dionne	2025	Brain : a journal of neurology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s13619-024-00219-5	PMC11711438	Dang	2025	Cell regeneration (London, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s42003-024-07401-0	PMC11718079	Chen	2025	Communications biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s40478-025-01928-x	PMC11724554	Skarne	2025	Acta neuropathologica communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202406849	PMC11727249	Han	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.625
cerebral	10.1038/s41420-024-02283-x	PMC11729916	Kapplingattu	2025	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
intestinal	10.1016/j.jbc.2024.108035	PMC11732441	Quon	2025	The Journal of biological chemistry	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1038/s41420-025-02297-z	PMC11754755	Plećaš	2025	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/cac2.12625	PMC11758259	Almozyan	2025	Cancer communications (London, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/ijms26020620	PMC11766061	Solana-Manrique	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202410188	PMC11792043	Guo	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
cerebral	10.1002/advs.202406971	PMC11792053	Zhang	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1039/d4ra04194a	PMC11797153	Tsai	2025	RSC advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1242/dev.202703	PMC11829764	Vasan	2025	Development (Cambridge, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
cerebral	10.1111/cpr.13777	PMC11839188	Xu	2025	Cell proliferation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1038/s42003-025-07736-2	PMC11846864	Bender	2025	Communications biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.xpro.2025.103630	PMC11850219	Nityanandam	2025	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
cerebral	10.3390/brainsci15020134	PMC11852857	Dawoody Nejad	2025	Brain sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.1016/j.bioactmat.2025.01.025	PMC11869974	Zhao	2025	Bioactive materials	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41531-025-00882-8	PMC11871142	Gerasimova	2025	NPJ Parkinson's disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.bioactmat.2025.02.007	PMC11872553	Gameiro	2025	Bioactive materials	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.1002/1878-0261.13717	PMC11887669	Yi	2025	Molecular oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
intestinal	10.1128/mbio.03204-23	PMC11898699	Das	2025	mBio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1016/j.mtbio.2025.101561	PMC11904521	Guan	2025	Materials today. Bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202410110	PMC11905097	Ishahak	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/ibra.12189	PMC11911114	Li	2025	Ibrain	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.909
intestinal	10.1038/s41388-024-03253-4	PMC11913723	Li	2025	Oncogene	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s40035-025-00471-y	PMC11934714	Zhang	2025	Translational neurodegeneration	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1126/sciadv.ads7543	PMC11939065	Eşiyok	2025	Science advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/bioengineering12030245	PMC11939190	Whitehouse	2025	Bioengineering (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/antiox14030249	PMC11939455	Minoia	2025	Antioxidants (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.26508/lsa.202403102	PMC11953572	Furlanetto	2025	Life science alliance	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1038/s44319-025-00402-y	PMC11977209	Romero	2025	EMBO reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1002/advs.202412548	PMC11984911	Kim	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.nbd.2025.106804	PMC12001802	D'Aiuto	2025	Neurobiology of disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
cerebral	10.1038/s41419-025-07655-4	PMC12009987	Iegiani	2025	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fcell.2025.1516596	PMC12021924	Haenseler	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s12974-025-03433-3	PMC12023538	Wendt	2025	Journal of neuroinflammation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
cerebral	10.3390/ijms26083774	PMC12027653	Guo	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1242/dmm.052200	PMC12032547	Tian	2025	Disease models & mechanisms	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.7150/thno.105953	PMC12036882	Oh	2025	Theranostics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1111/cns.70398	PMC12037694	Yan	2025	CNS neuroscience & therapeutics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.818
cerebral	10.1038/s41467-025-59252-w	PMC12045990	Karlinski Zur	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1111/ejn.70136	PMC12069972	Marín	2025	The European journal of neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/cells14090665	PMC12071597	Revokatova	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
intestinal	10.1172/jci185783	PMC12077909	D'Addio	2025	The Journal of clinical investigation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/btm2.10746	PMC12079450	Lee	2025	Bioengineering & translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.7554/elife.96693	PMC12094700	Wong	2025	eLife	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.923
intestinal	10.3390/antiox14050524	PMC12108241	Li	2025	Antioxidants (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/antibiotics14050431	PMC12108508	Rumer	2025	Antibiotics (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/antiox14050553	PMC12108538	Chen	2025	Antioxidants (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/biomedicines13051247	PMC12108716	Lin	2025	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/ph18050738	PMC12114856	Xia	2025	Pharmaceuticals (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/v17050641	PMC12116007	Sarkar	2025	Viruses	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202409040	PMC12120764	Gomez-Giro	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.769
cerebral	10.1111/cns.70449	PMC12129711	Hali	2025	CNS neuroscience & therapeutics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.889
cerebral	10.3390/cells14110781	PMC12153737	Al-Mutairy	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/foods14111953	PMC12154214	Wu	2025	Foods (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1038/s44321-025-00240-4	PMC12162862	Krauß	2025	EMBO molecular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fcell.2025.1582924	PMC12179144	Liu	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.1186/s12964-025-02304-x	PMC12181861	Tujula	2025	Cell communication and signaling : CCS	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
intestinal	10.1038/s44319-025-00464-y	PMC12187941	Hua	2025	EMBO reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41467-025-60442-9	PMC12198369	de Faria	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.7150/thno.117001	PMC12203816	Yi	2025	Theranostics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.1038/s41467-025-59150-1	PMC12217361	Bertaccini	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41467-025-61167-5	PMC12217762	Mukhtar	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1111/cpr.70005	PMC12240635	Wang	2025	Cell proliferation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fcell.2025.1577045	PMC12267260	Greene	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.xpro.2025.103915	PMC12268546	Cañizares Luna	2025	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.846
cerebral	10.1016/j.stemcr.2025.102537	PMC12277819	Meyer-Acosta	2025	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/smtd.202401931	PMC12285632	Zhang	2025	Small methods	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/cells14141074	PMC12293213	Shen	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s44318-025-00494-1	PMC12316971	Fiorenzano	2025	The EMBO journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1080/19490976.2025.2538696	PMC12320862	Mirzadzare	2025	Gut microbes	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41467-025-62528-w	PMC12329047	Foerster	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41377-025-01895-x	PMC12331929	Osaki	2025	Light, science & applications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
cerebral	10.1038/s41556-025-01708-8	PMC12339376	Ni	2025	Nature cell biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.3390/ijms26157309	PMC12347189	Yakovleva	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fphar.2025.1631727	PMC12350352	Wu	2025	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/alz.70419	PMC12351496	Cordella	2025	Alzheimer's & dementia : the journal of the Alzheimer's Association	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.625
cerebral	10.1186/s12967-025-06952-y	PMC12355768	Park	2025	Journal of translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41467-025-62637-6	PMC12368249	Molokanova	2025	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.571
cerebral	10.3390/cimb47080653	PMC12384695	Olawade	2025	Current issues in molecular biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41586-025-09151-3	PMC12390842	Jain	2025	Nature	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1172/jci188138	PMC12404744	Bekier	2025	The Journal of clinical investigation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
intestinal	10.1111/jcmm.70831	PMC12408368	Liu	2025	Journal of cellular and molecular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.isci.2025.113334	PMC12410359	Schickel	2025	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1371/journal.pone.0328903	PMC12410755	Mapelli	2025	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202503768	PMC12412538	Kshirsagar	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.727
cerebral	10.1002/advs.202508120	PMC12412539	Li	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fncel.2025.1658074	PMC12417440	Li	2025	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1111/acel.70143	PMC12419840	Jeon	2025	Aging cell	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
cerebral	10.3389/fcell.2025.1665693	PMC12426290	Kelkar	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41380-025-03041-w	PMC12436168	Ji	2025	Molecular psychiatry	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.824
cerebral	10.1002/glia.70049	PMC12436998	Dykstra	2025	Glia	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
cerebral	10.1016/j.stemcr.2025.102601	PMC12447315	Zeng	2025	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.stemcr.2025.102634	PMC12447333	Bruzelius	2025	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1021/acscentsci.5c00744	PMC12464775	Hwang	2025	ACS central science	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.3390/cells14181407	PMC12468339	de Souza	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.3390/cells14181436	PMC12468876	Kim	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/ijms26188889	PMC12470220	Mosteiro	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/btm2.70014	PMC12478334	Zheng	2025	Bioengineering & translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.875
cerebral	10.1021/acssensors.4c03740	PMC12481552	Kopic	2025	ACS sensors	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/2211-5463.13923	PMC12485653	de la Jara Ortiz	2025	FEBS open bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1242/bio.062196	PMC12486213	Giridhar	2025	Biology open	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
cerebral	10.1093/brain/awaf051	PMC12493065	Chemla	2025	Brain : a journal of neurology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
intestinal	10.1042/bcj20253055	PMC12493192	Bose	2025	The Biochemical journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.isci.2025.113541	PMC12494858	Zuccoli	2025	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1007/s12264-025-01396-2	PMC12495016	Li	2025	Neuroscience bulletin	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1172/jci.insight.194445	PMC12513484	Salas-Lucia	2025	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fcell.2025.1670328	PMC12518345	Singh	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fimmu.2025.1682322	PMC12540510	Xu	2025	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fdmed.2025.1686734	PMC12546036	Ahmed	2025	Frontiers in dental medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
intestinal	10.3389/fimmu.2025.1645355	PMC12558774	Hussain	2025	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s12974-025-03577-2	PMC12560597	Kurniawan	2025	Journal of neuroinflammation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1126/sciadv.adu7944	PMC12577693	Toh	2025	Science advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41598-025-26170-2	PMC12579207	Lundberg	2025	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.625
cerebral	10.1007/s00018-025-05926-z	PMC12589760	Capendale	2025	Cellular and molecular life sciences : CMLS	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
